route_list,hour_,route_id,route_dir,origin_station_name,origin_station_id,destination_station_name,destination_station_id,transfer_time,vehicle_flag_list,cc,avg_time,origin_date,full_price,origin_hour,via_stations,hourly_cnt,normal_cnt,normal_ratio,eld_cnt,eld_ratio,cnt_rnk,od_ratio
719#0,17,719,0,天河站,10000319,员村山顶站,10008997,0,0,3,17.16666666666667,2022-03-31,2.0,2022-03-31#17,5.0,5,31,0.8857142857142857,4,0.1142857142857143,4,0.1363636363636364
1112#1,17,1112,1,天河站,10000317,员村山顶站,10001355,0,0,4,18.0835,2022-03-31,1.2,2022-03-31#17,5.0,9,31,0.8857142857142857,4,0.1142857142857143,3,0.1818181818181818
1111#1,17,1111,1,天河站,10000319,员村山顶站,10008997,0,0,4,17.38325,2022-03-31,2.0,2022-03-31#17,5.0,9,31,0.8857142857142857,4,0.1142857142857143,2,0.1818181818181818
3110#0,16,3110,0,奥园城市天地总站,214001,祈福新村总站,10021056,0,0,75,39.39223999999999,2022-03-31,2.0,2022-03-31#16,7.0,4,93,0.8378378378378378,18,0.1621621621621622,1,1.0
731#1,07,731,1,奥林匹克中心西门（地铁黄村站）,10021068,黄村西路站,10002576,0,0,4,3.1875,2022-03-31,1.2,2022-03-31#07,1.0,6,45,0.9375,3,0.0625,4,0.1739130434782609
721#0,07,721,0,奥林匹克中心西门（地铁黄村站）,10001776,黄村西路站,10002576,0,0,5,3.2634,2022-03-31,2.0,2022-03-31#07,1.0,6,45,0.9375,3,0.0625,3,0.2173913043478261
7690#0,07,7690,0,奥林匹克中心西门（地铁黄村站）,10027999,黄村西路站,10002576,0,0,5,2.7702,2022-03-31,2.0,2022-03-31#07,1.0,6,45,0.9375,3,0.0625,2,0.2173913043478261
742#0,07,742,0,奥林匹克中心西门（地铁黄村站）,10021068,黄村西路站,10002576,0,0,7,2.909571428571429,2022-03-31,1.2,2022-03-31#07,1.0,9,45,0.9375,3,0.0625,1,0.3043478260869565
715#1,07,715,1,奥林匹克中心西门（地铁黄村站）,10021068,黄村西路站,10002576,0,0,2,2.583,2022-03-31,1.2,2022-03-31#07,NULL,2,45,0.9375,3,0.0625,5,0.08695652173913043
708#1,10,708,1,宝业路站,10001919,梅园西（地铁凤凰新村站）,10003498,0,0,5,3.6,2022-03-31,1.2,2022-03-31#10,1.0,4,9,0.1046511627906977,77,0.8953488372093024,4,0.1
9610#1,10,9610,1,宝业路站,10001919,梅园西（地铁凤凰新村站）,10003498,0,0,14,5.619214285714286,2022-03-31,0.6,2022-03-31#10,2.0,5,9,0.1046511627906977,77,0.8953488372093024,3,0.28
42#1,10,42,1,宝业路站,10001919,梅园西（地铁凤凰新村站）,10003498,0,0,17,4.893294117647059,2022-03-31,2.0,2022-03-31#10,2.0,14,9,0.1046511627906977,77,0.8953488372093024,1,0.34
1650#0,10,1650,0,宝业路站,10001919,梅园西（地铁凤凰新村站）,10009083,0,0,14,2.786857142857143,2022-03-31,0.0,2022-03-31#10,1.0,10,9,0.1046511627906977,77,0.8953488372093024,2,0.28
42#0,08,42,0,宝业路站,10001918,江南西路站,10005582,0,0,21,11.21266666666667,2022-03-31,2.0,2022-03-31#08,3.0,12,10,0.4,15,0.6,1,1.0
1551#0,07,1551,0,宝岗大道北站,10001901,解放南路站,10005690,0,0,9,8.085111111111111,2022-03-31,2.0,2022-03-31#07,2.0,9,25,0.6756756756756757,12,0.3243243243243243,1,0.3461538461538461
104#0,07,104,0,宝岗大道北站,10001901,解放南路站,10005693,0,0,2,9.299999999999999,2022-03-31,1.2,2022-03-31#07,2.0,12,25,0.6756756756756757,12,0.3243243243243243,5,0.07692307692307693
464#0,07,464,0,宝岗大道北站,10001901,解放南路站,10005690,0,0,3,7.839000000000001,2022-03-31,1.2,2022-03-31#07,2.0,6,25,0.6756756756756757,12,0.3243243243243243,4,0.1153846153846154
1550#0,07,1550,0,宝岗大道北站,10001901,解放南路站,10005690,0,0,6,8.327833333333333,2022-03-31,1.2,2022-03-31#07,2.0,10,25,0.6756756756756757,12,0.3243243243243243,3,0.2307692307692308
119#0,07,119,0,宝岗大道北站,10001901,解放南路站,10005690,0,0,6,11.50283333333333,2022-03-31,1.2,2022-03-31#07,2.0,15,25,0.6756756756756757,12,0.3243243243243243,2,0.2307692307692308
119#0,09,119,0,宝岗大道北站,10001901,解放南路站,10005690,0,0,4,7.504,2022-03-31,2.0,2022-03-31#09,2.0,9,11,0.3548387096774194,20,0.6451612903225806,3,0.1904761904761905
725#1,09,725,1,宝岗大道北站,10001901,解放南路站,10005690,0,0,7,7.7451428571428576,2022-03-31,1.2,2022-03-31#09,2.0,9,11,0.3548387096774194,20,0.6451612903225806,1,0.3333333333333333
1550#0,09,1550,0,宝岗大道北站,10001901,解放南路站,10005690,0,0,6,6.711166666666666,2022-03-31,2.0,2022-03-31#09,2.0,7,11,0.3548387096774194,20,0.6451612903225806,2,0.2857142857142857
1551#0,09,1551,0,宝岗大道北站,10001901,解放南路站,10005690,0,0,2,7.050000000000001,2022-03-31,1.2,2022-03-31#09,2.0,6,11,0.3548387096774194,20,0.6451612903225806,4,0.09523809523809525
464#0,09,464,0,宝岗大道北站,10001901,解放南路站,10005690,0,0,2,8.108,2022-03-31,1.2,2022-03-31#09,2.0,6,11,0.3548387096774194,20,0.6451612903225806,5,0.09523809523809525
387#1,11,387,1,富力半岛花园站,10002821,和平新村站,10004868,0,0,6,4.672333333333333,2022-03-31,2.0,2022-03-31#11,1.0,4,47,0.6103896103896104,29,0.3766233766233766,2,0.2222222222222222
72#0,11,72,0,富力半岛花园站,10002819,和平新村站,10004867,0,0,7,4.159571428571428,2022-03-31,2.0,2022-03-31#11,1.0,8,47,0.6103896103896104,29,0.3766233766233766,1,0.2592592592592592
210#0,11,210,0,富力半岛花园站,10002821,和平新村站,10004868,0,0,4,4.987500000000001,2022-03-31,2.0,2022-03-31#11,1.0,3,47,0.6103896103896104,29,0.3766233766233766,5,0.1481481481481481
71#0,11,71,0,富力半岛花园站,10002819,和平新村站,10004867,0,0,5,3.7366,2022-03-31,1.2,2022-03-31#11,1.0,13,47,0.6103896103896104,29,0.3766233766233766,4,0.1851851851851852
195#1,11,195,1,富力半岛花园站,10002821,和平新村站,10004867,0,0,5,4.2066,2022-03-31,2.0,2022-03-31#11,1.0,5,47,0.6103896103896104,29,0.3766233766233766,3,0.1851851851851852
1512#1,08,1512,1,富力半岛花园站,10002819,富力环市西苑（西村）站,10008947,0,0,8,6.8835,2022-03-31,2.0,2022-03-31#08,2.0,6,37,0.8222222222222222,8,0.1777777777777778,2,0.3478260869565217
2237#0,08,2237,0,富力半岛花园站,10002819,富力环市西苑（西村）站,10009486,0,0,8,7.962499999999999,2022-03-31,2.0,2022-03-31#08,2.0,7,37,0.8222222222222222,8,0.1777777777777778,1,0.3478260869565217
375#1,08,375,1,富力半岛花园站,10002821,富力环市西苑（西村）站,10010166,0,0,3,16.08866666666666,2022-03-31,0.6,2022-03-31#08,6.0,7,37,0.8222222222222222,8,0.1777777777777778,3,0.1304347826086956
76100#1,08,76100,1,富力半岛花园站,10002819,富力环市西苑（西村）站,10010166,0,0,2,10.608,2022-03-31,2.0,2022-03-31#08,4.0,4,37,0.8222222222222222,8,0.1777777777777778,4,0.08695652173913043
55#0,08,55,0,富力半岛花园站,10002819,富力环市西苑（西村）站,10010166,0,0,2,41.208,2022-03-31,2.0,2022-03-31#08,8.0,5,37,0.8222222222222222,8,0.1777777777777778,5,0.08695652173913043
2251#1,10,2251,1,富力半岛花园站,10002821,西场立交站,10000568,0,0,8,3.879125,2022-03-31,2.0,2022-03-31#10,2.0,2,6,0.2608695652173913,17,0.7391304347826086,2,0.3478260869565217
288#1,10,288,1,富力半岛花园站,10002821,西场立交站,10000568,0,0,15,3.996733333333332,2022-03-31,1.2,2022-03-31#10,2.0,7,6,0.2608695652173913,17,0.7391304347826086,1,0.6521739130434783
207#1,19,207,1,富力环市西苑（西村）站,10009963,南岸路站,10008902,0,0,8,7.54575,2022-03-31,2.0,2022-03-31#19,2.0,5,50,0.925925925925926,4,0.07407407407407407,1,0.2962962962962963
199#1,19,199,1,富力环市西苑（西村）站,10009963,南岸路站,10008902,0,0,8,6.754124999999999,2022-03-31,2.0,2022-03-31#19,2.0,4,50,0.925925925925926,4,0.07407407407407407,2,0.2962962962962963
2290#0,19,2290,0,富力环市西苑（西村）站,10009963,南岸路站,10008902,0,0,5,5.9002,2022-03-31,1.2,2022-03-31#19,2.0,8,50,0.925925925925926,4,0.07407407407407407,3,0.1851851851851852
202#1,19,202,1,富力环市西苑（西村）站,10009963,南岸路站,10008902,0,0,4,6.7875,2022-03-31,1.2,2022-03-31#19,2.0,4,50,0.925925925925926,4,0.07407407407407407,4,0.1481481481481481
1312#1,19,1312,1,富力环市西苑（西村）站,10009963,南岸路站,10008902,0,0,2,5.725,2022-03-31,1.2,2022-03-31#19,2.0,5,50,0.925925925925926,4,0.07407407407407407,5,0.07407407407407407
1312#1,20,1312,1,富力环市西苑（西村）站,10009963,南岸路站,10008902,0,0,1,4.95,2022-03-31,1.2,2022-03-31#20,2.0,4,33,0.8918918918918919,4,0.1081081081081081,5,0.04761904761904762
202#1,20,202,1,富力环市西苑（西村）站,10009963,南岸路站,10008902,0,0,8,5.854125000000001,2022-03-31,2.0,2022-03-31#20,2.0,5,33,0.8918918918918919,4,0.1081081081081081,1,0.3809523809523809
199#1,20,199,1,富力环市西苑（西村）站,10009963,南岸路站,10008902,0,0,7,5.671428571428571,2022-03-31,2.0,2022-03-31#20,2.0,4,33,0.8918918918918919,4,0.1081081081081081,2,0.3333333333333333
207#1,20,207,1,富力环市西苑（西村）站,10009963,南岸路站,10008902,0,0,4,5.6625,2022-03-31,2.0,2022-03-31#20,2.0,4,33,0.8918918918918919,4,0.1081081081081081,3,0.1904761904761905
2290#0,20,2290,0,富力环市西苑（西村）站,10009963,南岸路站,10008902,0,0,1,6.267,2022-03-31,0.0,2022-03-31#20,2.0,6,33,0.8918918918918919,4,0.1081081081081081,4,0.04761904761904762
493#0,09,493,0,富力环市西苑（西村）站,10009963,和平新村站,10004868,0,0,3,2.894333333333333,2022-03-31,0.0,2022-03-31#09,1.0,8,13,0.134020618556701,84,0.865979381443299,5,0.08823529411764706
2274#1,09,2274,1,富力环市西苑（西村）站,10009963,和平新村站,10004868,0,0,3,3.494666666666667,2022-03-31,0.0,2022-03-31#09,1.0,5,13,0.134020618556701,84,0.865979381443299,4,0.08823529411764706
209#0,09,209,0,富力环市西苑（西村）站,10009963,和平新村站,10004868,0,0,4,4.49575,2022-03-31,0.0,2022-03-31#09,1.0,13,13,0.134020618556701,84,0.865979381443299,3,0.1176470588235294
830#1,09,830,1,富力环市西苑（西村）站,10009963,和平新村站,10004868,0,0,9,4.018555555555555,2022-03-31,2.0,2022-03-31#09,1.0,10,13,0.134020618556701,84,0.865979381443299,2,0.2647058823529412
17#1,09,17,1,富力环市西苑（西村）站,10009963,和平新村站,10004868,0,0,15,4.138933333333334,2022-03-31,0.5,2022-03-31#09,1.0,10,13,0.134020618556701,84,0.865979381443299,1,0.4411764705882353
148#0,20,148,0,富力环市西苑（西村）站,10010166,富力半岛花园站,10002822,0,0,1,4.217,2022-03-31,1.2,2022-03-31#20,NULL,3,35,0.8536585365853658,6,0.1463414634146341,5,0.04166666666666666
5031#0,20,5031,0,富力环市西苑（西村）站,10009963,富力半岛花园站,10002822,0,0,3,6.194333333333334,2022-03-31,1.0,2022-03-31#20,2.0,6,35,0.8536585365853658,6,0.1463414634146341,4,0.125
2237#1,20,2237,1,富力环市西苑（西村）站,10010166,富力半岛花园站,10002820,0,0,6,4.566666666666666,2022-03-31,1.2,2022-03-31#20,2.0,6,35,0.8536585365853658,6,0.1463414634146341,3,0.25
55#0,20,55,0,富力环市西苑（西村）站,10010166,富力半岛花园站,10002820,0,0,7,4.466714285714285,2022-03-31,2.0,2022-03-31#20,1.0,7,35,0.8536585365853658,6,0.1463414634146341,2,0.2916666666666667
1512#0,20,1512,0,富力环市西苑（西村）站,10010166,富力半岛花园站,10002820,0,0,7,6.345428571428571,2022-03-31,2.0,2022-03-31#20,2.0,7,35,0.8536585365853658,6,0.1463414634146341,1,0.2916666666666667
1433#1,16,1433,1,小北花圈站,10000741,仓边路站,10002026,0,0,8,3.3,2022-03-31,1.2,2022-03-31#16,1.0,11,34,0.4096385542168675,49,0.5903614457831325,3,0.163265306122449
419#0,16,419,0,小北花圈站,10000741,仓边路站,10007487,0,0,13,3.161538461538462,2022-03-31,2.0,2022-03-31#16,1.0,5,34,0.4096385542168675,49,0.5903614457831325,2,0.2653061224489796
194#1,16,194,1,小北花圈站,10000741,仓边路站,10002026,0,0,14,3.2525,2022-03-31,2.0,2022-03-31#16,1.0,7,34,0.4096385542168675,49,0.5903614457831325,1,0.2857142857142857
412#1,16,412,1,小北花圈站,10000741,仓边路站,10002026,0,0,8,3.504125,2022-03-31,2.0,2022-03-31#16,1.0,5,34,0.4096385542168675,49,0.5903614457831325,4,0.163265306122449
152#1,16,152,1,小北花圈站,10000741,仓边路站,10002026,0,0,6,3.503,2022-03-31,1.0,2022-03-31#16,1.0,7,34,0.4096385542168675,49,0.5903614457831325,5,0.1224489795918367
420#0,16,420,0,小北花圈站,10000738,麓景路站,10003355,0,0,1,5.933,2022-03-31,0.0,2022-03-31#16,3.0,4,11,0.3666666666666666,19,0.6333333333333333,4,0.04545454545454546
169#0,16,169,0,小北花圈站,10000740,麓景路站,10003355,0,0,4,4.774999999999999,2022-03-31,1.0,2022-03-31#16,2.0,4,11,0.3666666666666666,19,0.6333333333333333,3,0.1818181818181818
419#1,16,419,1,小北花圈站,10000738,麓景路站,10003355,0,0,8,6.524875,2022-03-31,1.2,2022-03-31#16,3.0,5,11,0.3666666666666666,19,0.6333333333333333,2,0.3636363636363636
1433#0,16,1433,0,小北花圈站,10000740,麓景路站,10003355,0,0,9,6.372111111111111,2022-03-31,1.2,2022-03-31#16,3.0,11,11,0.3666666666666666,19,0.6333333333333333,1,0.4090909090909091
443#0,09,443,0,岑村站,10002052,华农大正门站,10005114,0,0,7,11.52857142857143,2022-03-31,2.0,2022-03-31#09,3.0,3,289,0.9697986577181208,9,0.0302013422818792,5,0.05303030303030303
701#0,09,701,0,岑村站,10002052,华农大正门站,10005114,0,0,14,11.82871428571429,2022-03-31,2.0,2022-03-31#09,4.0,4,289,0.9697986577181208,9,0.0302013422818792,4,0.1060606060606061
3770#0,09,3770,0,岑村站,10002052,华农大正门站,10005114,0,0,26,12.25896153846154,2022-03-31,2.0,2022-03-31#09,4.0,6,289,0.9697986577181208,9,0.0302013422818792,3,0.196969696969697
747#0,09,747,0,岑村站,10002052,华农大正门站,10005114,0,0,38,12.4508947368421,2022-03-31,2.0,2022-03-31#09,3.0,7,289,0.9697986577181208,9,0.0302013422818792,2,0.2878787878787879
61#0,09,61,0,岑村站,10002052,华农大正门站,10005114,0,0,47,11.50959574468085,2022-03-31,2.0,2022-03-31#09,4.0,10,289,0.9697986577181208,9,0.0302013422818792,1,0.3560606060606061
3770#0,15,3770,0,岑村站,10002052,华农大正门站,10005114,0,0,1,11.3,2022-03-31,1.0,2022-03-31#15,4.0,9,32,0.8648648648648649,5,0.1351351351351351,4,0.04
701#0,15,701,0,岑村站,10002052,华农大正门站,10005114,0,0,3,10.81666666666667,2022-03-31,2.0,2022-03-31#15,4.0,5,32,0.8648648648648649,5,0.1351351351351351,3,0.12
747#0,15,747,0,岑村站,10002052,华农大正门站,10005114,0,0,9,11.84255555555556,2022-03-31,2.0,2022-03-31#15,3.0,4,32,0.8648648648648649,5,0.1351351351351351,2,0.36
61#0,15,61,0,岑村站,10002052,华农大正门站,10005114,0,0,12,10.57791666666667,2022-03-31,2.0,2022-03-31#15,4.0,11,32,0.8648648648648649,5,0.1351351351351351,1,0.48
13710#0,08,13710,0,岑村红花岗站,10006527,凌塘村站,10010643,0,0,19,11.54731578947368,2022-03-31,2.0,2022-03-31#08,4.0,2,207,0.9951923076923076,1,0.004807692307692308,5,0.1557377049180328
2830#1,08,2830,1,岑村红花岗站,10006527,凌塘村站,10010643,0,0,22,15.76054545454545,2022-03-31,2.0,2022-03-31#08,4.0,18,207,0.9951923076923076,1,0.004807692307692308,4,0.180327868852459
1950#1,08,1950,1,岑村红花岗站,10006527,凌塘村站,10004751,0,0,22,13.38031818181818,2022-03-31,2.0,2022-03-31#08,4.0,5,207,0.9951923076923076,1,0.004807692307692308,3,0.180327868852459
7690#0,08,7690,0,岑村红花岗站,10006527,凌塘村站,10010643,0,0,23,12.53039130434783,2022-03-31,2.0,2022-03-31#08,4.0,5,207,0.9951923076923076,1,0.004807692307692308,2,0.1885245901639344
5670#0,08,5670,0,岑村红花岗站,10006527,凌塘村站,10010643,0,0,36,10.65969444444444,2022-03-31,2.0,2022-03-31#08,4.0,10,207,0.9951923076923076,1,0.004807692307692308,1,0.2950819672131147
1950#1,08,1950,1,岑村红花岗站,10006527,天河软件园管委会站,10008328,0,0,13,32.29238461538461,2022-03-31,2.0,2022-03-31#08,8.0,5,138,0.9928057553956836,1,0.007194244604316547,3,0.1192660550458716
2830#1,08,2830,1,岑村红花岗站,10006527,天河软件园管委会站,10008328,0,0,40,29.26834999999999,2022-03-31,2.0,2022-03-31#08,7.0,18,138,0.9928057553956836,1,0.007194244604316547,2,0.3669724770642202
7690#0,08,7690,0,岑村红花岗站,10006527,天河软件园管委会站,10008328,0,0,52,26.71375,2022-03-31,2.0,2022-03-31#08,7.0,5,138,0.9928057553956836,1,0.007194244604316547,1,0.4770642201834863
5670#0,08,5670,0,岑村红花岗站,10006527,天河软件园管委会站,10008328,0,0,4,26.829250000000002,2022-03-31,2.0,2022-03-31#08,8.0,10,138,0.9928057553956836,1,0.007194244604316547,4,0.03669724770642202
2830#0,07,2830,0,岑村红花岗站,10006514,科韵路中站,10007618,0,0,81,7.033320987654322,2022-03-31,2.0,2022-03-31#07,1.0,18,151,0.993421052631579,1,0.006578947368421052,1,0.6923076923076923
5670#1,07,5670,1,岑村红花岗站,10006514,科韵路中站,10007618,0,0,14,5.094071428571428,2022-03-31,2.0,2022-03-31#07,1.0,4,151,0.993421052631579,1,0.006578947368421052,2,0.1196581196581197
5630#0,07,5630,0,岑村红花岗站,10006514,科韵路中站,10007618,0,0,10,4.6633,2022-03-31,2.0,2022-03-31#07,1.0,6,151,0.993421052631579,1,0.006578947368421052,3,0.08547008547008547
4570#1,07,4570,1,岑村红花岗站,10006514,科韵路中站,10007618,0,0,6,5.433333333333334,2022-03-31,2.0,2022-03-31#07,1.0,11,151,0.993421052631579,1,0.006578947368421052,4,0.05128205128205128
178#1,07,178,1,岑村红花岗站,10006514,科韵路中站,10007618,0,0,6,5.327666666666667,2022-03-31,1.2,2022-03-31#07,1.0,5,151,0.993421052631579,1,0.006578947368421052,5,0.05128205128205128
5630#1,08,5630,1,岑村红花岗站,10006527,长福路(天河客运站）总站,10007606,0,0,22,29.19786363636364,2022-03-31,2.0,2022-03-31#08,8.0,6,44,0.9777777777777776,1,0.02222222222222222,1,0.7096774193548387
35631#1,08,35631,1,岑村红花岗站,10006527,长福路(天河客运站）总站,10007606,0,0,9,31.03522222222222,2022-03-31,2.0,2022-03-31#08,8.0,3,44,0.9777777777777776,1,0.02222222222222222,2,0.2903225806451613
1650#1,09,1650,1,市三宫站,10004574,华贵路口站,10005064,0,0,6,1.552833333333333,2022-03-31,0.0,2022-03-31#09,1.0,8,1,0.02857142857142857,34,0.9714285714285714,1,0.2608695652173913
70#1,09,70,1,市三宫站,10004574,华贵路口站,10005064,0,0,6,2.3695,2022-03-31,1.0,2022-03-31#09,1.0,5,1,0.02857142857142857,34,0.9714285714285714,2,0.2608695652173913
469#0,09,469,0,市三宫站,10004574,华贵路口站,10005064,0,0,5,1.5768,2022-03-31,1.2,2022-03-31#09,1.0,5,1,0.02857142857142857,34,0.9714285714285714,3,0.2173913043478261
93#0,09,93,0,市三宫站,10004574,华贵路口站,10005064,0,0,4,1.9,2022-03-31,0.0,2022-03-31#09,1.0,5,1,0.02857142857142857,34,0.9714285714285714,4,0.1739130434782609
390#0,09,390,0,市三宫站,10004574,华贵路口站,10005064,0,0,2,1.9665,2022-03-31,0.0,2022-03-31#09,1.0,5,1,0.02857142857142857,34,0.9714285714285714,5,0.08695652173913043
3770#1,21,3770,1,师大后门站,10004379,岑村站,10002051,0,0,17,16.80294117647059,2022-03-31,2.0,2022-03-31#21,6.0,4,108,0.9818181818181818,2,0.01818181818181818,2,0.3269230769230769
747#1,21,747,1,师大后门站,10004379,岑村站,10002051,0,0,19,16.336894736842112,2022-03-31,2.0,2022-03-31#21,5.0,5,108,0.9818181818181818,2,0.01818181818181818,1,0.3653846153846154
701#1,21,701,1,师大后门站,10004379,岑村站,10002051,0,0,16,15.8749375,2022-03-31,2.0,2022-03-31#21,6.0,4,108,0.9818181818181818,2,0.01818181818181818,3,0.3076923076923077
19#1,08,19,1,广东工大(地铁区庄站),10002959,体育中心站,10000265,0,0,3,6.844333333333334,2022-03-31,1.2,2022-03-31#08,3.0,5,34,0.918918918918919,3,0.08108108108108109,5,0.1363636363636364
145#0,08,145,0,广东工大(地铁区庄站),10002957,体育中心站,10000261,0,0,8,8.26875,2022-03-31,2.0,2022-03-31#08,3.0,9,34,0.918918918918919,3,0.08108108108108109,1,0.3636363636363636
723#0,08,723,0,广东工大(地铁区庄站),10002959,体育中心站,10000263,0,0,4,6.02925,2022-03-31,2.0,2022-03-31#08,2.0,14,34,0.918918918918919,3,0.08108108108108109,2,0.1818181818181818
724#0,08,724,0,广东工大(地铁区庄站),10002959,体育中心站,10000263,0,0,4,6.0,2022-03-31,2.0,2022-03-31#08,2.0,17,34,0.918918918918919,3,0.08108108108108109,3,0.1818181818181818
831#1,08,831,1,广东工大(地铁区庄站),10002957,体育中心站,10000261,0,0,3,7.894666666666667,2022-03-31,2.0,2022-03-31#08,3.0,9,34,0.918918918918919,3,0.08108108108108109,4,0.1363636363636364
1530#0,18,1530,0,广医站,10009029,金沙洲路站,10005735,0,0,7,29.77142857142858,2022-03-31,2.0,2022-03-31#18,7.0,6,29,0.9666666666666668,1,0.03333333333333333,3,0.2592592592592592
377#0,18,377,0,广医站,10009029,金沙洲路站,10005735,0,0,9,30.05,2022-03-31,2.0,2022-03-31#18,3.0,3,29,0.9666666666666668,1,0.03333333333333333,2,0.3333333333333333
3990#0,18,3990,0,广医站,10009029,金沙洲路站,10005735,0,0,10,32.305,2022-03-31,2.0,2022-03-31#18,7.0,4,29,0.9666666666666668,1,0.03333333333333333,1,0.3703703703703703
195#0,18,195,0,广医站,10009029,金沙洲路站,10005735,0,0,1,28.633,2022-03-31,1.2,2022-03-31#18,6.0,4,29,0.9666666666666668,1,0.03333333333333333,4,0.03703703703703703
1890#1,07,1890,1,广州火车东站总站,10001608,林和西路站,10004738,0,0,15,9.343266666666665,2022-03-31,2.0,2022-03-31#07,1.0,8,20,0.8,5,0.2,1,0.7142857142857143
735#0,07,735,0,广州火车东站总站,10001618,林和西路站,10004738,0,0,3,2.411333333333333,2022-03-31,2.0,2022-03-31#07,1.0,6,20,0.8,5,0.2,2,0.1428571428571428
82#0,07,82,0,广州火车东站总站,10001612,林和西路站,10009007,0,0,1,2.633,2022-03-31,0.0,2022-03-31#07,1.0,4,20,0.8,5,0.2,3,0.04761904761904762
2271#0,07,2271,0,广州火车东站总站,10001609,林和西路站,10026961,0,0,1,2.717,2022-03-31,1.2,2022-03-31#07,1.0,3,20,0.8,5,0.2,4,0.04761904761904762
267#0,07,267,0,广州火车东站总站,10021286,林和西路站,10009007,0,0,1,1.7,2022-03-31,1.2,2022-03-31#07,1.0,4,20,0.8,5,0.2,5,0.04761904761904762
120#0,16,120,0,康王中路站,10005995,富力半岛花园站,10002820,0,0,18,18.77122222222222,2022-03-31,1.0,2022-03-31#16,5.0,12,13,0.4814814814814815,14,0.5185185185185185,1,0.8571428571428571
72#1,16,72,1,康王中路站,10005995,富力半岛花园站,10002820,0,0,3,17.428,2022-03-31,1.2,2022-03-31#16,4.0,11,13,0.4814814814814815,14,0.5185185185185185,2,0.1428571428571428
1351#1,07,1351,1,康王北路站,10005989,华林寺站,5099,0,0,4,4.9502500000000005,2022-03-31,1.0,2022-03-31#07,2.0,4,32,0.8421052631578947,6,0.1578947368421052,4,0.1290322580645161
72#0,07,72,0,康王北路站,10005989,华林寺站,5099,0,0,6,7.638833333333333,2022-03-31,1.2,2022-03-31#07,2.0,14,32,0.8421052631578947,6,0.1578947368421052,3,0.1935483870967742
120#1,07,120,1,康王北路站,10005989,华林寺站,5099,0,0,8,8.466625,2022-03-31,1.0,2022-03-31#07,2.0,11,32,0.8421052631578947,6,0.1578947368421052,2,0.2580645161290323
393#0,07,393,0,康王北路站,10005989,华林寺站,5099,0,0,10,7.213299999999999,2022-03-31,1.2,2022-03-31#07,2.0,6,32,0.8421052631578947,6,0.1578947368421052,1,0.3225806451612903
6971#1,07,6971,1,康王北路站,10005989,华林寺站,5099,0,0,3,4.394333333333333,2022-03-31,2.0,2022-03-31#07,2.0,2,32,0.8421052631578947,6,0.1578947368421052,5,0.09677419354838708
71#1,18,71,1,康王北路站,10005988,和平新村站,10004869,0,0,8,13.377125,2022-03-31,1.2,2022-03-31#18,2.0,8,25,0.7352941176470589,9,0.2647058823529412,3,0.32
72#1,18,72,1,康王北路站,10005988,和平新村站,10004869,0,0,8,13.799875,2022-03-31,2.0,2022-03-31#18,2.0,13,25,0.7352941176470589,9,0.2647058823529412,2,0.32
120#0,18,120,0,康王北路站,10005988,和平新村站,10004869,0,0,9,13.26844444444444,2022-03-31,0.6,2022-03-31#18,2.0,7,25,0.7352941176470589,9,0.2647058823529412,1,0.36
71#1,21,71,1,康王北路站,10005988,和平新村站,10004869,0,0,8,7.53325,2022-03-31,2.0,2022-03-31#21,2.0,8,38,0.926829268292683,3,0.07317073170731707,3,0.2162162162162162
72#1,21,72,1,康王北路站,10005988,和平新村站,10004869,0,0,9,8.92411111111111,2022-03-31,2.0,2022-03-31#21,2.0,6,38,0.926829268292683,3,0.07317073170731707,2,0.2432432432432433
120#0,21,120,0,康王北路站,10005988,和平新村站,10004869,0,0,20,9.51095,2022-03-31,1.0,2022-03-31#21,2.0,6,38,0.926829268292683,3,0.07317073170731707,1,0.5405405405405406
70#0,08,70,0,惠福西站,10005402,华贵路口站,10010268,0,0,18,10.70738888888889,2022-03-31,1.2,2022-03-31#08,3.0,7,6,0.1276595744680851,41,0.8723404255319149,1,0.5806451612903226
1111#0,08,1111,0,惠福西站,10005402,华贵路口站,10010268,0,0,7,8.526285714285715,2022-03-31,0.0,2022-03-31#08,3.0,7,6,0.1276595744680851,41,0.8723404255319149,2,0.2258064516129032
15#0,08,15,0,惠福西站,10005402,华贵路口站,10010268,0,0,6,9.136000000000001,2022-03-31,1.2,2022-03-31#08,3.0,8,6,0.1276595744680851,41,0.8723404255319149,3,0.1935483870967742
1111#0,16,1111,0,惠福西站,10005402,华贵路口站,10010268,0,0,2,11.3915,2022-03-31,0.0,2022-03-31#16,3.0,6,11,0.3235294117647059,23,0.6764705882352942,3,0.08
15#0,16,15,0,惠福西站,10005402,华贵路口站,10010268,0,0,8,9.816625000000002,2022-03-31,2.0,2022-03-31#16,3.0,5,11,0.3235294117647059,23,0.6764705882352942,2,0.32
70#0,16,70,0,惠福西站,10005402,华贵路口站,10010268,0,0,15,10.3322,2022-03-31,2.0,2022-03-31#16,3.0,8,11,0.3235294117647059,23,0.6764705882352942,1,0.6
1111#0,09,1111,0,惠福路（省医门诊部）站,10005401,华贵路口站,10010268,0,0,2,11.092,2022-03-31,0.0,2022-03-31#09,4.0,7,2,0.05555555555555555,34,0.9444444444444444,3,0.09090909090909093
